driver_id,month_,Life_time
07dd442e3e0b9f0f9b0d69c7b47cbb06,5,10.52123099
07dd442e3e0b9f0f9b0d69c7b47cbb06,6,10.6368169
07e6a2fdaadc640cca9a7bec41351065,5,15.67659129
07e6a2fdaadc640cca9a7bec41351065,6,8.659670264
081d8ba3bc9a00a481df02bd9d0a4c53,4,9.331768519
081d8ba3bc9a00a481df02bd9d0a4c53,5,10.35749628
081d8ba3bc9a00a481df02bd9d0a4c53,6,10.00276384
0822973f3e812a68a867962dbbd37f5d,5,9.74150367
0822973f3e812a68a867962dbbd37f5d,6,10.18234161
08a1491d6a804e0af969f08252ddbbd8,4,11.26174628
08a1491d6a804e0af969f08252ddbbd8,5,12.55147529
08a1491d6a804e0af969f08252ddbbd8,6,11.18254404
08b2b063cce8d02495c4b880293f153c,4,14.82709499
08b2b063cce8d02495c4b880293f153c,5,11.64664085
08b2b063cce8d02495c4b880293f153c,6,12.6015276
0938ed763cb3129ae63607aaf69daff5,3,9.197424333
0938ed763cb3129ae63607aaf69daff5,4,9.618774121
0938ed763cb3129ae63607aaf69daff5,5,10.11876426
0938ed763cb3129ae63607aaf69daff5,6,8.813661316
0abc4faab8bbdf4d62412655fe0a2398,5,10.8010707
0abc4faab8bbdf4d62412655fe0a2398,6,7.373745614
0afc0241296972b583debd7c5f5c707c,4,12.76396774
0afc0241296972b583debd7c5f5c707c,5,10.66157437
0afc0241296972b583debd7c5f5c707c,6,11.50255684
0b10af0ede0648dbe6ae05813c5cbf1b,5,12.22146218
0b10af0ede0648dbe6ae05813c5cbf1b,6,8.734549511
0b631e16fa61f7321da18cf35a076d5f,4,8.730213076
0b631e16fa61f7321da18cf35a076d5f,5,11.3830176
0b631e16fa61f7321da18cf35a076d5f,6,11.81343694
0c02bd2b09f7193103279ab9b760b777,3,10.28638384
0c02bd2b09f7193103279ab9b760b777,4,9.684695036
0c02bd2b09f7193103279ab9b760b777,5,11.57161617
0c02bd2b09f7193103279ab9b760b777,6,11.42109082
0ca501b2a1d72e80e0d0cd2c25bdd124,4,11.87676379
0ca501b2a1d72e80e0d0cd2c25bdd124,5,11.42039745
0ca501b2a1d72e80e0d0cd2c25bdd124,6,9.719371718
0d53c0441daccbb9022ccdcd2a58c7f7,5,10.41527264
0d53c0441daccbb9022ccdcd2a58c7f7,6,11.82274648
0e7f0f05c7e193b1774c2e5713741cd4,4,14.91602816
0e7f0f05c7e193b1774c2e5713741cd4,5,12.89509837
0e7f0f05c7e193b1774c2e5713741cd4,6,14.72700359
0efa2b92642c1e6db77406bb3761baf4,5,9.953290311
0efa2b92642c1e6db77406bb3761baf4,6,10.50298489
0eff1404b137a5562642f0f706e59f25,3,10.01757219
0eff1404b137a5562642f0f706e59f25,4,9.824784357
0f057c0c73054f569a59a0880b91cbb0,4,19.06935649
0f057c0c73054f569a59a0880b91cbb0,5,43.87386386
0f057c0c73054f569a59a0880b91cbb0,6,14.27625388
0f346940b7c9dc770d408b1063ed2f81,4,13.08426143
0f346940b7c9dc770d408b1063ed2f81,5,11.96789072
0f346940b7c9dc770d408b1063ed2f81,6,14.27336945
100979abe35f7761f333bb7e63649767,4,11.39056414
100979abe35f7761f333bb7e63649767,5,11.82228295
100979abe35f7761f333bb7e63649767,6,11.14961539
10570128e114c22b855f1155b88fb379,4,12.34833928
10570128e114c22b855f1155b88fb379,5,11.10075914
10570128e114c22b855f1155b88fb379,6,11.97660125
10ab4d373b29fb6ee31ae2b7b39fc574,5,14.52471509
10ab4d373b29fb6ee31ae2b7b39fc574,6,13.53701259
10d2c35bb4b440aa1eaf06d477ff27a6,5,18.27414927
10d2c35bb4b440aa1eaf06d477ff27a6,6,14.24097814
1110d496149d3d8c50276765924df831,3,12.07578854
1110d496149d3d8c50276765924df831,4,10.27459672
1127af601413f32c08e2a89447e5f3b9,4,15.23273745
1127af601413f32c08e2a89447e5f3b9,5,12.04653503
1127af601413f32c08e2a89447e5f3b9,6,14.2484759
113d6a61dd3bd21e5bc39bc19197f0f4,4,9.941731602
113d6a61dd3bd21e5bc39bc19197f0f4,5,11.2438543
113d6a61dd3bd21e5bc39bc19197f0f4,6,11.61134862
11506b81721ca68ef019764de3d8edbd,4,11.53908708
11506b81721ca68ef019764de3d8edbd,5,11.67088437
11506b81721ca68ef019764de3d8edbd,6,13.24111181
117ea72f13b43f0f4055b0472dcb6b1b,4,9.772145243
117ea72f13b43f0f4055b0472dcb6b1b,5,13.90585854
118be60e268514eb85f66ddb82bfa407,5,13.7033025
118be60e268514eb85f66ddb82bfa407,6,16.27949286
122972e7c73c944e744e6eca819d93e7,4,13.16349737
122972e7c73c944e744e6eca819d93e7,5,11.83903118
12933735316b452a5bc6a933d1a38124,4,8.82954016
12933735316b452a5bc6a933d1a38124,5,10.61246602
12933735316b452a5bc6a933d1a38124,6,10.14035238
133c19880625cbe91986ee3c402866cd,4,15.46544725
133c19880625cbe91986ee3c402866cd,5,10.92622459
133c19880625cbe91986ee3c402866cd,6,9.908256427
1340d44ca7946f4192cd80d8f47ce99b,5,10.39197525
1340d44ca7946f4192cd80d8f47ce99b,6,9.792018593
14183e69946d782c92eb53b3c6eeb86f,3,12.26068482
14183e69946d782c92eb53b3c6eeb86f,4,9.969272005
14183e69946d782c92eb53b3c6eeb86f,5,10.56126578
14183e69946d782c92eb53b3c6eeb86f,6,11.14351094
148fb453d12992652b56d8bc2cfb1b78,4,14.64937677
148fb453d12992652b56d8bc2cfb1b78,5,8.570554208
156a150f1dbafbb01a786a5f45bdd7b6,4,10.41735747
156a150f1dbafbb01a786a5f45bdd7b6,5,8.164067288
15e0ade28a7d24026b2fe91ef528ddf5,3,6.659632793
15e0ade28a7d24026b2fe91ef528ddf5,4,10.01508894
15e0ade28a7d24026b2fe91ef528ddf5,5,11.10164196
15e0ade28a7d24026b2fe91ef528ddf5,6,11.75949668
162441a5f1b85a5c3780686296c3bc75,4,12.3117654
162441a5f1b85a5c3780686296c3bc75,5,20.19633007
162441a5f1b85a5c3780686296c3bc75,6,8.465640734
163b1ac215580e695280d8f94c687ef4,4,11.70147625
163b1ac215580e695280d8f94c687ef4,5,12.43734892
1674103b16c39ab56a76884b7c2ca83e,4,10.63875015
1674103b16c39ab56a76884b7c2ca83e,5,12.13098754
1674103b16c39ab56a76884b7c2ca83e,6,9.169479706
1682c469cb12aa06b06d93ab87c3836a,4,10.66806524
1682c469cb12aa06b06d93ab87c3836a,5,12.56151158
1682c469cb12aa06b06d93ab87c3836a,6,12.00844995
16cd1e08be52741e1516cade45ae7754,5,13.55522776
16cd1e08be52741e1516cade45ae7754,6,9.855274113
17235b165b78a09be9cd7f9abc1e833a,4,11.58148706
17235b165b78a09be9cd7f9abc1e833a,5,12.25439166
17235b165b78a09be9cd7f9abc1e833a,6,11.03574792
173a168d2b8830525f59be85a35f0000,3,9.348506311
173a168d2b8830525f59be85a35f0000,4,10.91187298
175540c364f94b6adbc0ce3541a3254a,5,14.23841676
175540c364f94b6adbc0ce3541a3254a,6,13.48160568
179ef343f855d34fa0262c720cdb9a52,5,11.08649969
180284a755fb939181db32b838fd0720,5,10.52379156
180284a755fb939181db32b838fd0720,6,11.54914357
1805f90c5220ac830835df3309a76e78,4,14.09381646
1805f90c5220ac830835df3309a76e78,5,14.27619857
1805f90c5220ac830835df3309a76e78,6,10.65997574
181396b71a4723deaa02c3dd3ffa9041,4,14.77326934
181396b71a4723deaa02c3dd3ffa9041,5,8.498940652
183336ca67d3257c34cb80c9bd4dfb34,4,10.87332978
183336ca67d3257c34cb80c9bd4dfb34,5,10.44897828
183336ca67d3257c34cb80c9bd4dfb34,6,10.18041812
186d02f3ae489428440a352e3fe503a4,5,16.35146931
186d02f3ae489428440a352e3fe503a4,6,19.83768505
187a5227c531151abd112eef1d104301,3,10.65859337
187a5227c531151abd112eef1d104301,4,11.86836601
187a5227c531151abd112eef1d104301,5,10.75433384
187a5227c531151abd112eef1d104301,6,10.57829295
19029e596b5c3e45cc6b3cca0640fa58,5,16.58736323
19029e596b5c3e45cc6b3cca0640fa58,6,23.48165172
1925803c42c264e21fdcf0a35fbd2107,4,10.44990279
1925803c42c264e21fdcf0a35fbd2107,5,10.73167716
1925803c42c264e21fdcf0a35fbd2107,6,11.69715468
1936275dcb0942dc60a378839fae4730,4,11.78354506
1936275dcb0942dc60a378839fae4730,5,15.4149688
1936275dcb0942dc60a378839fae4730,6,15.09815304
1936720ce0900cbff6d9114328c84bee,4,11.36585715
1936720ce0900cbff6d9114328c84bee,5,8.336720266
1936720ce0900cbff6d9114328c84bee,6,25.5240102
1989ad384dd8ab8f43fd19822c36aeac,3,20.40023556
1989ad384dd8ab8f43fd19822c36aeac,4,12.5370209
1989ad384dd8ab8f43fd19822c36aeac,5,12.15678241
1989ad384dd8ab8f43fd19822c36aeac,6,13.59807964
19daceea26aeb211cb8bf28c8497b6c2,4,9.657182645
19daceea26aeb211cb8bf28c8497b6c2,5,13.18754385
19daceea26aeb211cb8bf28c8497b6c2,6,11.46605106
19e1cdfeaf90239d8585e6a78136a403,4,10.39696048
19e1cdfeaf90239d8585e6a78136a403,5,10.50668814
19e1cdfeaf90239d8585e6a78136a403,6,9.573482057
1a2af09b492ba2519c5b4aec478642a7,4,11.74537846
1a2af09b492ba2519c5b4aec478642a7,5,15.68850604
1a2af09b492ba2519c5b4aec478642a7,6,22.34879603
1aee4c95edf898beee1a8b49a1f898b0,4,15.12035942
1aee4c95edf898beee1a8b49a1f898b0,5,16.58599904
1aee4c95edf898beee1a8b49a1f898b0,6,15.85533376
1b51afba3b72e0259db160170f824f95,4,12.883932
1b51afba3b72e0259db160170f824f95,5,12.56732674
1b51afba3b72e0259db160170f824f95,6,10.76562176
1b9ddecea8eb99bc37f9b0711546f1c0,4,12.9781091
1b9ddecea8eb99bc37f9b0711546f1c0,5,10.52231067
1b9ddecea8eb99bc37f9b0711546f1c0,6,10.60828433
1c4312919166a0e7cefe6b3ddf1ec9c6,5,13.62796725
1c4312919166a0e7cefe6b3ddf1ec9c6,6,10.57606789
1c44fab20b7f0804c11d88dc0554edf4,5,12.7273989
1c44fab20b7f0804c11d88dc0554edf4,6,10.67200054
1c6e8fbca23da68279d93b2de6eaa3d1,5,11.75885603
1c6e8fbca23da68279d93b2de6eaa3d1,6,10.9992103
1c95fcac4de21d077072da1ea1705eb5,4,10.64460761
1cf95d6dd025d792340b623bcff18260,4,9.858926611
1cf95d6dd025d792340b623bcff18260,5,8.788329696
1d789a00290ec2e8a4ae1c704f671caf,4,11.3766664
1d789a00290ec2e8a4ae1c704f671caf,5,11.26953032
1d789a00290ec2e8a4ae1c704f671caf,6,11.39102242
1d7bc6daa163020694e2a5e636b96a0d,4,10.14577965
1d7bc6daa163020694e2a5e636b96a0d,5,11.95031129
1d7bc6daa163020694e2a5e636b96a0d,6,10.91978304
1d92784a09b1d1f85b05508e33261efb,4,11.32740517
1d92784a09b1d1f85b05508e33261efb,5,15.02635708
1d92784a09b1d1f85b05508e33261efb,6,21.39463912
1e836fdeba5bcacf45438c08bfcf4fa3,4,10.51253958
1e836fdeba5bcacf45438c08bfcf4fa3,5,9.958252804
1e836fdeba5bcacf45438c08bfcf4fa3,6,10.95128365
1e9570c1846c0f79c1ec103f608bc8ee,5,10.04673577
1e9570c1846c0f79c1ec103f608bc8ee,6,12.04282563
1eb30783865c10a8abc395e1b73bd578,4,10.05745596
1eb30783865c10a8abc395e1b73bd578,5,8.781415893
1ed175c60fdf7380fefc804bf4dd75f3,5,7.969986378
1ed175c60fdf7380fefc804bf4dd75f3,6,9.482218208
1f83b77c681720ce48d33c21083c27e0,4,12.86138685
1f83b77c681720ce48d33c21083c27e0,5,10.4587012
1f83b77c681720ce48d33c21083c27e0,6,11.22973526
1f8e4a81c9da3260c84f14483319a338,4,10.01632542
1f8e4a81c9da3260c84f14483319a338,5,9.782674804
1f8e4a81c9da3260c84f14483319a338,6,9.994318822
20f5672c1b6a59b9d5ec09a34ad90e9b,4,13.55847564
20f5672c1b6a59b9d5ec09a34ad90e9b,5,10.81445448
20f5672c1b6a59b9d5ec09a34ad90e9b,6,14.26920304
215263f9135bdd22b0e41659046b150d,4,10.43024831
215263f9135bdd22b0e41659046b150d,5,13.11348496
215263f9135bdd22b0e41659046b150d,6,12.83285681
21eb2a893ddf647ee9d307d873a697b7,5,10.16356888
21eb2a893ddf647ee9d307d873a697b7,6,10.97968993
220d2d2a94c58c0f7ee7cb1864d5f0c5,4,10.13534722
220d2d2a94c58c0f7ee7cb1864d5f0c5,5,11.28117614
220d2d2a94c58c0f7ee7cb1864d5f0c5,6,12.89108831
2231ec7a993e7ce92f79588ccc405e21,4,6.822764448
2231ec7a993e7ce92f79588ccc405e21,5,17.49958389
2231ec7a993e7ce92f79588ccc405e21,6,6.75943499
225fb2558cee416b136c9c9231824580,4,16.17798754
225fb2558cee416b136c9c9231824580,5,11.66938352
225fb2558cee416b136c9c9231824580,6,18.82190786
22ca9510a0c0d97ba66750530ee0e914,4,9.670495738
22ca9510a0c0d97ba66750530ee0e914,5,13.35421864
22ca9510a0c0d97ba66750530ee0e914,6,12.26384361
22d43c4cd79a3cbab663d9eadd1e5995,3,9.97556117
22d43c4cd79a3cbab663d9eadd1e5995,4,12.26676964
22d43c4cd79a3cbab663d9eadd1e5995,5,20.18147212
22d43c4cd79a3cbab663d9eadd1e5995,6,23.10990804
23017e4c03d224c89b5e3a0550e1bd9f,4,12.72822618
23017e4c03d224c89b5e3a0550e1bd9f,5,12.01646812
23017e4c03d224c89b5e3a0550e1bd9f,6,10.37484469
236af2c3c395a20fd53696a5634abd7b,3,7.858363399
236af2c3c395a20fd53696a5634abd7b,4,11.1725765
236af2c3c395a20fd53696a5634abd7b,5,14.76763244
236af2c3c395a20fd53696a5634abd7b,6,13.51838995
23f2a72a48ef9f44301dbcfd69f8b3f0,4,14.87210253
23f2a72a48ef9f44301dbcfd69f8b3f0,5,11.79845977
23f2a72a48ef9f44301dbcfd69f8b3f0,6,11.23494467
2422c0748699c412f9759b2897484061,5,11.45336566
2422c0748699c412f9759b2897484061,6,10.59545068
24708f36edaf58e1c50b06720b536b45,4,11.94435795
24708f36edaf58e1c50b06720b536b45,5,10.908075
24708f36edaf58e1c50b06720b536b45,6,11.26218373
2494554e7702a28816717bc0cbf7d57b,5,15.26694577
2494554e7702a28816717bc0cbf7d57b,6,12.06831225
24b79c598cb070bf049057bd529d3c86,4,11.25314855
24b79c598cb070bf049057bd529d3c86,5,14.2720674
24b79c598cb070bf049057bd529d3c86,6,12.76227909
24f805c6313acfbc2250cbfd90268b24,4,17.88405661
24f805c6313acfbc2250cbfd90268b24,5,13.0750943
24f805c6313acfbc2250cbfd90268b24,6,13.83058335
25061f5683655c7cc6e503eb0383c96e,4,11.66838424
25061f5683655c7cc6e503eb0383c96e,5,15.05214591
25061f5683655c7cc6e503eb0383c96e,6,13.64523824
25827d13d5d988125ef4cc8a2ea3ddc1,5,10.39117921
25827d13d5d988125ef4cc8a2ea3ddc1,6,10.54407899
258e3bc5c82e3f687b4e999bc598374e,4,8.422788427
258e3bc5c82e3f687b4e999bc598374e,5,14.68957757
258e3bc5c82e3f687b4e999bc598374e,6,11.77047683
2678d03ea513d10988818e77c5915b75,4,11.20720425
2678d03ea513d10988818e77c5915b75,5,10.79336723
2678d03ea513d10988818e77c5915b75,6,10.04834187
26dd952cf82f0d354e4007476748a1dc,3,9.87071971
26dd952cf82f0d354e4007476748a1dc,4,11.11631399
26dd952cf82f0d354e4007476748a1dc,5,15.23216491
26dd952cf82f0d354e4007476748a1dc,6,12.43700896
26efe85697b050171e2ac92d11f75605,3,11.46450592
26efe85697b050171e2ac92d11f75605,4,13.68966788
26efe85697b050171e2ac92d11f75605,5,13.44737163
26efe85697b050171e2ac92d11f75605,6,11.81585829
272fc17e9698d95dda029e15b5546534,4,12.86765447
272fc17e9698d95dda029e15b5546534,5,12.50923229
272fc17e9698d95dda029e15b5546534,6,11.67452646
274a1e97df854e1590ae812ca9ee5ac7,4,21.07944474
274a1e97df854e1590ae812ca9ee5ac7,5,12.74520822
274a1e97df854e1590ae812ca9ee5ac7,6,13.57843143
276f6a36e30c69076c4cab7970ade946,5,13.40118485
281274ed70a896744065199c58462f3d,4,14.52238594
281274ed70a896744065199c58462f3d,5,19.81872954
28e4da66781b209cd9a299365a0dcab0,4,14.1937186
28e4da66781b209cd9a299365a0dcab0,5,11.66308251
28e4da66781b209cd9a299365a0dcab0,6,8.374588074
290c05b6d7e38c64bae2535b5d1d27f2,4,12.86009465
290c05b6d7e38c64bae2535b5d1d27f2,5,15.01995852
290c05b6d7e38c64bae2535b5d1d27f2,6,13.08175868
297e507cc9f1da096e51c2223657255b,5,13.68254384
297e507cc9f1da096e51c2223657255b,6,12.85036628
299507a03373935d7a89a9fd6a6c0e46,4,15.25552495
299507a03373935d7a89a9fd6a6c0e46,5,24.1617911
299507a03373935d7a89a9fd6a6c0e46,6,12.38986447
29ca037d71b4a5934ae4528d050daeef,4,14.55915714
29ca037d71b4a5934ae4528d050daeef,5,14.31441441
29ca037d71b4a5934ae4528d050daeef,6,14.66588682
2a190f6b01dba26d00d3b644a268ba75,4,12.53616532
2a190f6b01dba26d00d3b644a268ba75,5,14.49236935
2a190f6b01dba26d00d3b644a268ba75,6,13.84534404
2a289b5c712e32bfb651b126cbe4e5bb,4,12.81606025
2a289b5c712e32bfb651b126cbe4e5bb,5,11.09967252
2a289b5c712e32bfb651b126cbe4e5bb,6,10.94270475
2a4afd4ab156dd0a6a0dc48bdf5d8db7,5,12.33661126
2a4afd4ab156dd0a6a0dc48bdf5d8db7,6,14.26898174
2aa41b072dc16081ebe60ad5b17f5a4c,4,13.30278415
2aa41b072dc16081ebe60ad5b17f5a4c,5,12.32537947
2aa41b072dc16081ebe60ad5b17f5a4c,6,12.27178493
2b1f99b4f3360623da8fdcd39828122e,4,15.97462826
2b1f99b4f3360623da8fdcd39828122e,5,16.10639647
2b1f99b4f3360623da8fdcd39828122e,6,13.54150752
2b4078909534095c15f578c588667bc9,5,12.53228225
2b77329ac116a3d1a5334c3fd54bd499,3,11.73381911
2b77329ac116a3d1a5334c3fd54bd499,4,11.80059952
2b77329ac116a3d1a5334c3fd54bd499,5,11.16164988
2b77329ac116a3d1a5334c3fd54bd499,6,12.03239976
2ba51f9574a5c08327a718edada3e052,4,22.85154218
2ba51f9574a5c08327a718edada3e052,5,11.94348118
2ba60fe37b426385154d69d8eff687e1,4,9.921540748
2ba60fe37b426385154d69d8eff687e1,5,10.30487626
2ba60fe37b426385154d69d8eff687e1,6,16.46795651
2c130ea88372d326fb1a0719227627e3,4,13.44156338
2c130ea88372d326fb1a0719227627e3,5,11.12587458
2c130ea88372d326fb1a0719227627e3,6,17.17827434
2cc500616c927ce30d0bd1e87c699ef5,4,13.45366508
2cc500616c927ce30d0bd1e87c699ef5,5,11.63248351
2cc500616c927ce30d0bd1e87c699ef5,6,22.00749464
2d42e6d775b4399a56b71c2f3d6905ab,3,18.18523002
2d42e6d775b4399a56b71c2f3d6905ab,4,8.939759599
2d42e6d775b4399a56b71c2f3d6905ab,5,10.64161798
2d42e6d775b4399a56b71c2f3d6905ab,6,9.366165963
2d4c69afb7ac569a35a1c15fcecc1cb0,4,13.53774865
2d4c69afb7ac569a35a1c15fcecc1cb0,5,11.63290815
2d4c69afb7ac569a35a1c15fcecc1cb0,6,13.51258875
2da7874cc42c3c94f157bd3fd78369b6,3,10.63795785
2da7874cc42c3c94f157bd3fd78369b6,4,11.0412691
2da7874cc42c3c94f157bd3fd78369b6,5,11.35717132
2da7874cc42c3c94f157bd3fd78369b6,6,9.896936502
2db4e5237ec8a271bd6269b5ddc9b422,4,11.09704028
2db4e5237ec8a271bd6269b5ddc9b422,5,14.87438109
2db4e5237ec8a271bd6269b5ddc9b422,6,13.82523941
2e4d5b1e1a62e56b3a8f887641379fe4,4,11.82373502
2e4d5b1e1a62e56b3a8f887641379fe4,5,11.45309349
2e4d5b1e1a62e56b3a8f887641379fe4,6,13.09544716
2e5d7b104b570a5cf450f6825880c9dc,5,12.98254701
2e5d7b104b570a5cf450f6825880c9dc,6,8.599543794
2e882efad8288189f654defcd3dbcd64,4,8.145411397
2e882efad8288189f654defcd3dbcd64,5,11.07966416
2e882efad8288189f654defcd3dbcd64,6,9.543045136
2ebb15757eae00c4c491f569ca1a72a4,4,10.58493513
2ebb15757eae00c4c491f569ca1a72a4,6,8.702634171
2ed0f3c071cdebf30186d2bf0a0c6151,4,11.31618094
2ed0f3c071cdebf30186d2bf0a0c6151,5,10.4398066
2ed0f3c071cdebf30186d2bf0a0c6151,6,10.3249416
2f29fdfd281552870b7f07152889e0fb,4,10.6172994
2f29fdfd281552870b7f07152889e0fb,5,11.83720222
2f29fdfd281552870b7f07152889e0fb,6,10.12644658
2f3773bd9dab0fa3e04c6f58dc0714a4,4,12.09886267
2f3773bd9dab0fa3e04c6f58dc0714a4,5,10.44450207
2f3773bd9dab0fa3e04c6f58dc0714a4,6,8.061793738
2f50e03ac03a920d1447b894643797f6,4,10.91977578
2f50e03ac03a920d1447b894643797f6,5,10.54948466
309320204754c3eeb2577949e870fe2d,4,10.05244943
309320204754c3eeb2577949e870fe2d,5,10.72825565
309320204754c3eeb2577949e870fe2d,6,11.58121019
30e91f4104a6b5b0450588d8febddd93,5,15.72684444
30e91f4104a6b5b0450588d8febddd93,6,12.3706358
314d2be0d3461375f9e9ecf56b2b04ee,4,14.88942957
314d2be0d3461375f9e9ecf56b2b04ee,5,12.06288337
3155bb6b7fc081f2cccc4f50c9bea08e,4,13.30755253
3155bb6b7fc081f2cccc4f50c9bea08e,6,11.93080516
31b451688ffc6f785c22bf74374507bc,4,13.5884845
31b451688ffc6f785c22bf74374507bc,5,11.2362054
329870cd7580c9efbc6b62073f89b90d,4,10.74203895
329870cd7580c9efbc6b62073f89b90d,5,10.44370486
329870cd7580c9efbc6b62073f89b90d,6,11.16839396
32b84f6d92b60badb7a8a6c47088151d,4,8.34958902
32b84f6d92b60badb7a8a6c47088151d,5,15.10272464
32d6b6b2ad34385519bd4492ce78eee4,4,8.83515924
32d6b6b2ad34385519bd4492ce78eee4,5,7.139220983
336a98815390e16a5661d2570374d448,3,8.1399954
336a98815390e16a5661d2570374d448,4,9.962801247
336a98815390e16a5661d2570374d448,5,11.73178538
336a98815390e16a5661d2570374d448,6,11.19605124
336c8ec2eb47bc1453b85ee78849038e,4,15.13142481
336c8ec2eb47bc1453b85ee78849038e,5,10.72327209
336c8ec2eb47bc1453b85ee78849038e,6,11.539033
33b7762088cf5b82b8fe6fc291f93b6b,4,14.4857045
34699d5745d74c7076fd1ef051b795a9,4,9.82023055
34699d5745d74c7076fd1ef051b795a9,5,14.61503379
3474d70dfe09a1d9545f436cd3f3136a,5,9.903440073
3474d70dfe09a1d9545f436cd3f3136a,6,8.920346263
34784d7e4e1ee4869f10d9abeb4ad3fa,4,9.801547924
34784d7e4e1ee4869f10d9abeb4ad3fa,5,12.14223925
34784d7e4e1ee4869f10d9abeb4ad3fa,6,11.91657419
34c0cce7c3c34f9f6062b697637890b2,5,9.838120852
34c0cce7c3c34f9f6062b697637890b2,6,12.32477418
34e2c40d9d6f01ec4a0ffed4b032ec1e,4,13.79161717
34e2c40d9d6f01ec4a0ffed4b032ec1e,5,12.43379955
34e2c40d9d6f01ec4a0ffed4b032ec1e,6,7.757949041
3575446a7484516f5593add3ddd37451,4,12.46712203
3575446a7484516f5593add3ddd37451,5,18.11751384
3575446a7484516f5593add3ddd37451,6,16.78902187
35c3b0390b6f80657c53fb46b13f0a9e,5,10.76431799
35c3b0390b6f80657c53fb46b13f0a9e,6,15.90042868
35db61ddf8e29d55a2d355ed0f9166d8,4,9.688958046
35db61ddf8e29d55a2d355ed0f9166d8,6,12.34402909
